uniprot	gene	inchikey	smiles
P17948	FLT1	SCVSKBOXACFBBW-WGSAOQKQSA-N	COc1cc(Cc2nnc(N[C@H]3CC[C@H](C(C)C)CC3)c3ccccc23)ccn1
