uniprot	gene	inchikey	smiles
A8K2H7	C3AR1	RRKKJYBCPXAJAO-IBGZPJMESA-N	N=C(N)NCCC[C@H](NC(=O)COCC(c1ccccc1)c1ccccc1)C(=O)O
