uniprot	gene	inchikey	smiles
Q96SN7	ORAI2	FMACPFBCGJVLLZ-UHFFFAOYSA-N	Cc1cc(C)c(C(=O)Nc2ccc(-n3nc(C(F)(F)F)cc3C(F)(F)F)cc2)cn1
Q96SN7	ORAI2	XPRZIORDEVHURQ-UHFFFAOYSA-N	Cc1nnsc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1
