uniprot	gene	inchikey	smiles
P22455	FGFR4	FVRLVWVKWXERPU-KRWDZBQOSA-N	CO[C@@H](C)COc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N
P22455	FGFR4	SNMCWIDCSPHZRD-UHFFFAOYSA-N	COc1c(C)c(C(=O)c2ccc(N)c(C(=O)O)c2)n2ccccc12
