protein target,smiles count
P30307_CDC25C,1
Q86V86_PIM3,1
P12956_XRCC6,1
P41252_IARS1,1
P35580_MYH10,1
P49286_MTNR1B,1
P14555_PLA2G2A,1
P60866_RPS20,1
Q9NRF9_POLE3,1
Q9HBH9_MKNK2,1
Q9Y2E5_MAN2B2,1
Q9H6Z9_EGLN3,1
P62913_RPL11,1
P39877_PLA2G5,1
P42330_AKR1C3,1
Q93008_USP9X,1
Q00653_NFKB2,1
P55055_NR1H2,1
P43681_CHRNA4,1
P12883_MYH7,1
P07686_HEXB,1
P00439_PAH,1
Q96PR1_KCNC2,1
O00574_CXCR6,1
P21217_FUT3,1
P80192_MAP3K9,1
Q9BQ31_KCNS3,1
Q9H252_KCNH6,1
Q14003_KCNC3,1
Q99705_MCHR1,1
P14210_HGF,1
P07478_PRSS2,1
O00142_TK2,1
Q02318_CYP27A1,1
P17752_TPH1,1
P07148_FABP1,1
Q8WTV0_SCARB1,1
O14744_PRMT5,1
Q7L7X3_TAOK1,1
O60503_ADCY9,1
Q96S38_RPS6KC1,1
P46059_SLC15A1,1
Q13435_SF3B2,1
P49798_RGS4,1
P41279_MAP3K8,1
O95665_NTSR2,1
Q86YV6_MYLK4,1
Q9UKP6_UTS2R,1
P33261_CYP2C19,1
P36896_ACVR1B,1
P18621_RPL17,1
P33681_CD80,1
Q15758_SLC1A5,1
Q9Y6L6_SLCO1B1,1
B2RXH2_KDM4E,1
P16333_NCK1,1
P52564_MAP2K6,1
O76083_PDE9A,1
Q02928_CYP4A11,1
P51161_FABP6,1
P38606_ATP6V1A,1
P36873_PPP1CC,1
P46095_GPR6,1
O15244_SLC22A2,1
P51659_HSD17B4,1
P22392_NME2,1
P98161_PKD1,1
Q9P0G3_KLK14,1
O95749_GGPS1,1
Q14181_POLA2,1
P06276_BCHE,1
P22102_GART,1
P22314_UBA1,1
Q15116_PDCD1,1
P01130_LDLR,1
P21462_FPR1,1
P51160_PDE6C,1
P15382_KCNE1,1
B9EGA7_CDC42BPA,1
P30550_GRPR,1
P48449_LSS,1
Q96T88_UHRF1,1
Q9NQR1_KMT5A,1
P15328_FOLR1,1
Q13285_NR5A1,1
O43184_ADAM12,1
P78348_ASIC1,1
O96017_CHEK2,1
O95069_KCNK2,1
P24666_ACP1,1
P53355_DAPK1,1
P54710_FXYD2,1
P20711_DDC,1
Q9BZM1_PLA2G12A,1
P08709_F7,1
P50406_HTR6,1
P13612_ITGA4,1
Q9H0A0_NAT10,1
Q9H237_PORCN,1
Q9Y253_POLH,1
Q9Y2T1_AXIN2,1
Q9BQI3_EIF2AK1,1
Q9Y337_KLK5,1
O75343_GUCY1B2,1
Q9Y6K9_IKBKG,1
Q8TCW9_PROKR1,1
P49895_DIO1,1
Q9ULV1_FZD4,1
P04156_PRNP,1
Q92993_KAT5,1
Q8IZX4_TAF1L,1
O43781_DYRK3,1
Q92831_KAT2B,1
Q14940_SLC9A5,1
P20292_ALOX5AP,1
P20151_KLK2,1
Q14012_CAMK1,1
Q01118_SCN7A,1
Q15125_EBP,1
P22301_IL10,1
P16662_UGT2B7,1
P52789_HK2,1
Q9UBM7_DHCR7,1
Q4U2R8_SLC22A6,1
Q04864_REL,1
Q96J92_WNK4,1
Q99884_SLC6A7,1
P31040_SDHA,1
P00734_F2,1
P19440_GGT1,1
Q16739_UGCG,1
P47871_GCGR,1
Q9GZZ9_UBA5,1
Q12882_DPYD,1
Q13258_PTGDR,1
Q0Z7S8_FABP9,1
P17844_DDX5,1
Q86V24_ADIPOR2,1
P25101_EDNRA,1
P17813_ENG,1
P08254_MMP3,1
P06576_ATP5F1B,1
P49366_DHPS,1
Q9UBT6_POLK,1
P15531_NME1,1
Q8N474_SFRP1,1
P54132_BLM,1
O14626_GPR171,1
P62829_RPL23,1
P06731_CEACAM5,1
Q9NSY1_BMP2K,1
Q01196_RUNX1,1
Q9Y6D5_ARFGEF2,1
P09960_LTA4H,1
P49005_POLD2,1
P05771_PRKCB,1
Q96PN6_ADCY10,1
O60741_HCN1,1
P13798_APEH,1
Q9UKE5_TNIK,1
P06737_PYGL,1
P48163_ME1,1
Q15303_ERBB4,1
P53602_MVD,1
P19525_EIF2AK2,1
O95503_CBX6,1
Q9UHN1_POLG2,1
P22680_CYP7A1,1
Q9Y243_AKT3,1
P25705_ATP5F1A,1
Q96LB1_MRGPRX2,1
Q14571_ITPR2,1
P33032_MC5R,1
Q16828_DUSP6,1
Q9H4A3_WNK1,1
P48735_IDH2,1
Q9HB89_NMUR1,1
P46663_BDKRB1,1
P48788_TNNI2,1
Q9UKL6_PCTP,1
Q05193_DNM1,1
P56192_MARS1,1
O95263_PDE8B,1
Q92844_TRAF2,1
P35270_SPR,1
O15455_TLR3,1
Q9NWM0_SMOX,1
Q5XG87_TENT4A,1
Q04609_FOLH1,1
P67775_PPP2CA,1
O75387_SLC43A1,1
P50336_PPOX,1
P49411_TUFM,1
O60658_PDE8A,1
Q9H3R0_KDM4C,1
P21912_SDHB,1
O60331_PIP5K1C,1
P09211_GSTP1,1
Q92887_ABCC2,1
P78329_CYP4F2,1
Q9H7D0_DOCK5,1
Q16881_TXNRD1,1
Q6PIU2_NCEH1,1
P28300_LOX,1
P33316_DUT,1
P51787_KCNQ1,1
P41145_OPRK1,1
Q9Y5S2_CDC42BPB,1
P00492_HPRT1,1
Q15393_SF3B3,1
Q9H8M2_BRD9,1
Q16099_GRIK4,1
P26439_HSD3B2,1
P25929_NPY1R,1
P49888_SULT1E1,1
P14920_DAO,1
P21980_TGM2,1
Q96RD7_PANX1,1
Q6W5P4_NPSR1,1
P50591_TNFSF10,1
O00519_FAAH,1
Q16877_PFKFB4,1
P24928_POLR2A,1
Q7Z5Q5_POLN,1
Q16558_KCNMB1,1
P25106_ACKR3,1
Q9UGP5_POLL,1
P11362_FGFR1,1
P08151_GLI1,1
P29218_IMPA1,1
Q9NSA0_SLC22A11,1
Q8IU85_CAMK1D,1
P29375_KDM5A,1
P09429_HMGB1,1
P32247_BRS3,1
P62714_PPP2CB,1
O14561_NDUFAB1,1
Q9UHD2_TBK1,1
O75807_PPP1R15A,1
P17655_CAPN2,1
Q16665_HIF1A,1
P16220_CREB1,1
P01031_C5,1
O15245_SLC22A1,1
O15296_ALOX15B,1
Q14974_KPNB1,1
Q9H2K8_TAOK3,1
P29373_CRABP2,1
Q16678_CYP1B1,1
P21802_FGFR2,1
P30101_PDIA3,1
Q99895_CTRC,1
O95259_KCNH1,1
P11388_TOP2A,1
P43304_GPD2,1
Q8TCC7_SLC22A8,1
Q00796_SORD,1
P48357_LEPR,1
P19320_VCAM1,1
Q01726_MC1R,1
Q13093_PLA2G7,1
Q13003_GRIK3,1
Q13464_ROCK1,1
Q9H1R3_MYLK2,1
P14091_CTSE,1
Q9UQD0_SCN8A,1
O75751_SLC22A3,1
P08575_PTPRC,1
Q7Z418_KCNK18,1
A8K7I4_CLCA1,1
Q8IVT5_KSR1,1
P05129_PRKCG,1
P23919_DTYMK,1
Q12931_TRAP1,1
Q13057_COASY,1
P16444_DPEP1,1
P11766_ADH5,1
P53985_SLC16A1,1
O00571_DDX3X,1
Q13526_PIN1,1
P11474_ESRRA,1
P08620_FGF4,1
Q01433_AMPD2,1
Q9NZJ5_EIF2AK3,1
Q00536_CDK16,1
P01111_NRAS,1
O43193_MLNR,1
P07288_KLK3,1
P10092_CALCB,1
P35030_PRSS3,1
P23415_GLRA1,1
Q99873_PRMT1,1
Q92876_KLK6,1
Q9NQ66_PLCB1,1
Q15078_CDK5R1,1
P54219_SLC18A1,1
P16152_CBR1,1
Q13882_PTK6,1
Q14643_ITPR1,1
Q9BUB5_MKNK1,1
O14788_TNFSF11,1
P02743_APCS,1
P07814_EPRS1,1
O15229_KMO,1
P42568_MLLT3,1
Q8NFA2_NOXO1,1
P49642_PRIM1,1
Q9UBX7_KLK11,1
P08134_RHOC,1
P22888_LHCGR,1
Q8TCT0_CERK,1
Q9UPY5_SLC7A11,1
P32745_SSTR3,1
Q9UKR0_KLK12,1
Q93009_USP7,1
P11177_PDHB,1
P62917_RPL8,1
P11216_PYGB,1
Q8TF76_HASPIN,1
P51649_ALDH5A1,1
P43007_SLC1A4,1
P34932_HSPA4,1
P08686_CYP21A2,1
P49768_PSEN1,1
P35590_TIE1,1
P28336_NMBR,1
Q16478_GRIK5,1
P55072_VCP,1
O15439_ABCC4,1
P21281_ATP6V1B2,1
P08311_CTSG,1
P21860_ERBB3,1
Q96NX5_CAMK1G,1
Q04206_RELA,1
P33981_TTK,1
P12644_BMP4,1
P19174_PLCG1,1
O14842_FFAR1,1
Q3SYC2_MOGAT2,1
Q9BYP7_WNK3,1
P29972_AQP1,1
P01116_KRAS,1
P26447_S100A4,1
