uniprot	gene	inchikey	smiles
P07098	LIPF	ZGQHOOMVABRSSX-UHFFFAOYSA-N	CN(C)C(=O)On1nnc2ccccc21
P07098	LIPF	QFHKRFKDFPXDHF-UHFFFAOYSA-N	Cc1cccc(C(C)C)c1CNC(=O)n1c(=O)c2cccc(C(=O)O)c2n1C
P07098	LIPF	AHLBNYSZXLDEJQ-FWEHEUNISA-N	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
P07098	LIPF	MVCQKIKWYUURMU-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1
P07098	LIPF	QRYRORQUOLYVBU-VBKZILBWSA-N	CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2
