uniprot	gene	inchikey	smiles
P06746	POLB	UHDGCWIWMRVCDJ-CCXZUQQUSA-N	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
P06746	POLB	JTEGQNOMFQHVDC-NKWVEPMBSA-N	Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
P06746	POLB	OFEZSBMBBKLLBJ-BAJZRUMYSA-N	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O
