uniprot	gene	inchikey	smiles
Q9ULM6	CCR4	RNYPICBYZMHNQT-UHFFFAOYSA-N	COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c2ccc(C)cc2)cc1OCCN(C)C
Q9ULM6	CCR4	QNKLFDFMOINNIW-UHFFFAOYSA-N	Cc1csc(Nc2cccc3ccccc23)n1
Q9ULM6	CCR4	TZYSLHTWOJFPSJ-UHFFFAOYSA-N	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1
Q9ULM6	CCR4	FLSMVCMSUNISFK-UHFFFAOYSA-N	COc1nccnc1NS(=O)(=O)c1cccc(Cl)c1Cl
