uniprot	gene	inchikey	smiles
Q96PR1	KCNC2	DLNAKYFPFYUBDR-HDICACEKSA-N	Nc1ccc(C(=O)N2C[C@H]3C[C@H](CN(Cc4ccccc4)C3)C2)cc1
