uniprot	gene	inchikey	smiles
P51790	CLCN3	RNOJGTHBMJBOSP-UHFFFAOYSA-N	CC1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O
