uniprot	gene	inchikey	smiles
Q15393	SF3B3	SDOUORKJIJYJNW-RONZSQOGSA-N	CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1C[C@H](C)C=CC=C(C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(C)=O)C=C[C@@H]1C
Q15393	SF3B3	JWRCRFAWWYJYQH-AIQVKADKSA-N	CC[C@H](OC)[C@@H](C)[C@H]1O[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C(\C)[C@H]1O[C@H](OC)[C@H](OC)[C@@H](OC)[C@@H]1OC
