uniprot	gene	inchikey	smiles
P23919	DTYMK	XXUFNNVFZFVKGP-UHFFFAOYSA-N	CCOC(=O)N1CCN(C(=O)Cn2sc3nc(C)cc(C)c3c2=O)CC1
P23919	DTYMK	NMUSYJAQQFHJEW-KVTDHHQDSA-N	Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
