uniprot	gene	inchikey	smiles
Q9GZZ9	UBA5	VJYKPLCETQLCHY-CMCWBKRRSA-N	Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NCCCCCC(=O)N2CCNCCNCCNCC2)[C@@H](O)[C@H]1O
